Команда,Всего баллов
"Диск314 (Джапарова Елена, Бурылов Иванов, Балакшин Алексей, Евгения Сергей, Бусыгин Борис)",97
"Команда_Бот (Васильев Николай, Голованева Борисов, Веревкин Ильдар, Вавилин Рустам, Таранов Алексей)",97
"ВГУ-Нет (Никулин Николай, Рябцев Андреев, Тюрин Виктор, Рогачев Иван, Pavel Елена)",97
"Винд200 (Иванова Владимир, Ковалева Мария, Акладский Андреев, Багдасарян Петров, Васильева Иванов)",97
"Бот_TEAM (Ахмадов Иванов, Сейдаметов Сергеев, Федосеев Рустам, Силуянов Борисов, Смирнов Иванова)",97
"Группа_Нейро (Крылова Мария, Константинов Сергей, Оконешников Олег, Алексашин Рустам, Пешехонов Петров)",96
"ДискСистема (Руднев Иванов, Трепалин Артём, Садовников Андрей, Никита Николай, Бакулина Елена)",96
"Комп_СУПЕР_TOP (Силуянов Борис, Голубинец Елена, Королева Мария, Сикоев Павел, Киселев Владимир)",96
"КиберКоманда (Жданкин Иванова, Николаенко Ильдар, Романенко Борис, Шишко Иванов, Тимошенко Андреев)",96
"Код-СКИЛЛ (Бакулин Дмитрий, Батаева Елена, Сикоев Артём, Соболев Владимир, Овчинников Алексей)",96
"Нейро++ (Николаенко Виктор, Соловьёв Сергеев, Абасова Андреев, Михайлов Петров, Федосов Иван)",95
"ПрогПортал (Балакшин Владимиров, Шипик Дмитрий, Хабибрахманов Михаил, Идрисова Сергеев, Темиров Алексей)",95
"Хак_ИЗИКАТ (Жирнов Артём, Козлова Михаил, Алаудинов Ильдар, Константинов Андреев, Зайцева Сергей)",95
"Нет_ГИТ (Палабугин Иван, Новиков Олег, Адымханова Елена, Федосов Алексей, Мамедов Виктор)",95
"ВиндПортал (Цуев Михаил, Казанцев Андрей, Костяев Рустам, Темиров Владимир, Мелисова Елена)",95
"Team_Чат (Голованева Алексей, Трунин Владимиров, Данилова Артём, Киселёв Олег, Чичигинаров Дмитрий)",95
"ДВГУПС Team (Никулин Михаил, Федосов Олег, Коршенюк Иванова, Гарун Борис, Бельков Дмитрий)",94
"Чат🎲418 (Прижигалинская Николай, Палабугин Иван, Пешехонов Борисов, Шишко Олег, Зозуля Иванова)",94
"Веб+Портал (Агишин Виктор, Хлебнов Иван, Адымханов Владимиров, Федосов Иванов, Фомин Петров)",94
"Инфо_Портал_TOP (Матвей Андрей, Жирнов Сергей, Жданкин Олег, Багдасарян Иван, Болтиева Мария)",94
"Нейро-Феникс (Кузьмичёва Петров, Рощупкин2 Иван, Артём Иванов, Дашуев Николай, Мамедов Артём)",94
"Кибер.СПбГУ (Галахов Борис, Адаменко Иван, Ахмадова Елена, Кузьмичёва Сергеев, Серов Павел)",94
"Прог🎲314 (Адымханов Михаил, Кормин Андрей, Черняков Рустам, Ткаченко Иванова, Болтиев Павел)",94
"Группа_Прог (Сермягин Иванова, Чичигинаров Борисов, Гучиев Ильдар, Владимир Алексей, Вавилин Олег)",93
"Нет.МГУ (Трунин Борисов, Казанцева Елена, Веремеенко Петров, Бевз Иванова, Семенов Михаил)",93
"Техно-ДЕБАГ (Рогачев Иван, Ледовской Иванов, Волков Петров, Чирцков Виктор, Козлова Павел)",93
"Команда_Прог (Васильева Андреев, Дмитриев Иван, Гурьев Петров, Пономарёв Иванов, Ковалева Иванова)",93
"ЛОГИ007 (Голованева Иван, Первий Иванов, Владимир Ильдар, Бережнов Олег, Волков Сергей)",93
"ХАРД-Бот (Фомин Борисов, Рощупкин Алексей, Идрисов Артём, Иншина Владимир, Мелисов Дмитрий)",93
"Легион-Чип (Артём Петров, Кормин Артём, Зозуля Ильдар, Федосеев Дмитрий, Шанавазов Алексей)",93
"Хак.Сокол (Адамович Ильдар, Огаркова Дмитрий, Рожков Виктор, Кожанов Иван, Сластёнова Мария)",93
"Алго-Старт (Романенко Рустам, Тимошенко Борисов, Бережнов Иванов, Рощупкин Сергеев, Вавилин Иванова)",92
"Нет-РЕЛИЗ (Савран Дмитрий, Адамович Павел, Швец Иванова, Богдан Владимиров, Чепурной Петров)",92
"Прог_Импульс_TOP (Воробьев Николай, Гурьев Иван, Прокошин Петров, Тюменев Алексей, Афанасьев Рустам)",92
"БотPro (Соколов Алексей, Карпов Дмитрий, Евгений Сергей, Серов Олег, Матвей Рустам)",92
"Чип-Центр (Вавилина Елена, Булгакова Мария, Ткаченко Иван, Голованева Сергей, Попова Ильдар)",92
"НетМГУ (Николаенко Борис, Епишин Борисов, Ховалыг Ильдар, Завацкий Михаил, Александров Павел)",91
"ДЕБАГ_НАЙТ (Абдулхалик Иванова, Первий Михаил, Шишко Борис, Рожкова Елена, Рогачев Артём)",91
"Team_Порт (Кулькова Елена, Тюрин Артём, Рязанов Петров, Адамович Рустам, Галахов Виктор)",91
"ДЕПЛОЙ418 (Решетников Артём, Евтеев Владимир, Лосяков Иванова, Чистяков Дмитрий, Федина Иван)",91
"Линукс_Центр_TOP (Ростов Николай, Жирнов Рустам, Суровцева Мария, Венюков Борисов, Бусыгин Сергей)",91
"Диск🚀404 (Ховалыг Дмитрий, Сыгинь Николай, Антон Рустам, Чажаев Иванов, Туркин Алексей)",91
"Отряд200 (Иванов Олег, Сидоров Алексей, Сикоев Сергей, Александр Владимир, Семенова Михаил)",91
"Дата.ВГУ (Ткаченко Павел, Коржов Иванов, Кукушкин Николай, Никулина Мария, Богдан Михаил)",90
"Линукс_Москва (Веремеенко Дмитрий, Галкина Андреев, Салищева Петров, Конькова Михаил, Гончаров Сергеев)",90
"ВиндPlus (Дикилиев Андреев, Алексашин Владимир, Никита Андрей, Бельков Олег, Шипик Михаил)",90
"Софт_TEAM (Полин Михаил, Мухин Алексей, Ростов Рустам, Воронин Борисов, Васильев Иван)",90
"Техно_Москва (Первий Андреев, Никулин Артём, Зайцева Петров, Мехедов Иванов, Слипенко Борис)",90
"Крипто_Сокол_TOP (Идрисов Николай, Богдан Михаил, Рязанов Иванов, Кузьмичёва Сергей, Аргунов Андреев)",90
"Порт_ФИКС_TOP (Хоменко Павел, Сайпулаев Николай, Данилова Дмитрий, Дашуев Иванов, Сергей Иван)",90
"Проект777 (Рудяк Петров, Амерханов Ильдар, Евгения Андрей, Бичилов Иван, Магомедова Михаил)",90
"Комп-Москва (Павлова Петров, Голованева Борис, Коваленко Сергей, Ульянов Андреев, Чажаев Владимиров)",90
"Код!1337 (Григорьев Николай, Лаврентьев Ильдар, Ибрагимов Алексей, Гришин Владимир, Шалькин Петров)",90
"БитСила (Здоровцов Николай, Панкин Владимиров, Чичигинаров Иванов, Шмычков Олег, Аргунов Иван)",89
"УЛЬТРА_ПРОГ (Пеньков Николай, Киселев Иванов, Поярков Сергеев, Гришин Владимиров, Евтушенко Андрей)",89
"Сайт_Пермь (Евгений Иван, Черняков Сергеев, Уматкереев Николай, Пояркова Мария, Козлов Виктор)",89
"Софт_Портал (Горетов Николай, Конькова Дмитрий, Авхадеев Иван, Панкин Михаил, Голубинец Иванова)",89
"it works in prod (Первий Андреев, Мизерий Владимиров, Бельков Виктор, Фёдор Мария, Савран Рустам)",88
"S&kittens (Просвиркин Петров, Смирнов Рустам, Герман Владимир, Рощупкин Борисов, Агишин Виктор)",88
"Веб_TEAM (Голубинец Виктор, Горетова Мария, Огаркова Иванова, Кузьмичёва Елена, Жирнов Андреев)",88
"Team_Крипто (Ховалыг Алексей, Никита Олег, Гнездилов Петров, Шишко Иван, Волков Дмитрий)",88
"ФИКС-Нет (Трунин Борис, Мелисов Алексей, Коваленко Владимиров, Акладский Рустам, Булгаков Дмитрий)",88
"Нет_Гений (Кулькова Иванова, Фесунова Мария, Лаврентьев Дмитрий, Цуев Артём, Тюменев Михаил)",88
"Баг🚀42 (Абдулхалик Борис, Виктория Владимир, Мансур Мария, Кудяков Николай, Евгений Рустам)",88
"СПбГУ-Бот (Рязанов Ильдар, Попов Иван, Целищев Сергеев, Галкин Павел, Козлов Петров)",88
"АлгоPlus (Шамиль Андрей, Трунин Владимир, Туркин Иванов, Утляков Николай, Есаулов Михаил)",87
"Прог_TEAM (Сапов Андреев, Федосов Сергей, Ростошинский Ильдар, Назарцев Виктор, Бунякова Владимиров)",87
"SUPER_Нет (Шмычков Ильдар, Дежина Иванов, Хоменко Дмитрий, Здоровцов Рустам, Ялоза Виктор)",87
"Отряд777 (Адымханов Иванов, Хабибрахманов Петров, Сусуев Рустам, Кучумов Владимир, Назарцев Сергеев)",87
"Сеть++Титан (Зараменских Иванова, Сикоева Елена, Морозова Владимир, Ялоза Ильдар, Данилова Дмитрий)",87
"Софт🤖314 (Венюкова Елена, Круглик Ильдар, Крылов Михаил, Ульянов Владимиров, Амерханов Павел)",87
"Нейро_Сектор_TOP (Киселёв Олег, Соболев Петров, Рощупкин Артём, Мамедов Рустам, Веревкин Борис)",87
"Веб_Питер_TOP (Стадник Борисов, Пермяков Владимир, Котов Владимиров, Бунякова Дмитрий, Рощупкин Артём)",87
"Линукс_Формат (Данилова Сергеев, Семенов Дмитрий, Сердюков Михаил, Минатуллаев Виктор, Казанцева Мария)",86
"ФИЧА_404 (Рязанов Дмитрий, Фёдор Андрей, Рустамов Иванова, Батаев Олег, Иншина Николай)",86
"Винд42 (Егоров Дмитрий, Адаменко Николай, Тюрин Борис, Георг Алексей, Илья Павел)",86
"Байт-Самара (Романенко Иванов, Рыбаков Николай, Константинов Сергеев, Рожков Рустам, Слипенко Андрей)",86
"Винд_Проект (Шиндяпин Владимиров, Карпов Дмитрий, Пономарёв Ильдар, Здоровцов Андреев, Завацкий Николай)",86
"КиберМГТУ (Гущин Алексей, Голубинец Сергей, Савин Петров, Щелкушкин Олег, Николаенко Борисов)",86
"Бит.Феникс (Чичигинаров Владимиров, Сидоров Андрей, Королева Елена, Гучиев Борис, Прокошин Артём)",86
"Код🔥ФИКС (Бусыгин Владимир, Батаев Михаил, Сабитов Андреев, Шипик Алексей, Рустамов Андрей)",86
"Самара256 (Савран Сергеев, Ростов Дмитрий, Федосеев Иванов, Полин Ильдар, Чистяков Иванова)",85
"ГИТ_ПУШИ (Оконешников Олег, Гучиев Виктор, Круглик Артём, Сермягин Петров, Хидиров Николай)",85
"ДатаЦентр (Кудзаев Сергей, Темирова Елена, Магомедова Виктор, Денис Мария, Григорьев Иванов)",85
"БлокГИТ (Павлова Елена, Савин Дмитрий, Кудяков Андреев, Ховалыг Олег, Крылов Артём)",85
"Легион007 (Бурылов Борисов, Рожков Олег, Виктория Артём, Морозова Рустам, Валентин Павел)",85
"Бит#503 (Стадник Петров, Эверстов Николай, Хандрамай Ильдар, Савин Иван, Казаков Дмитрий)",85
"Софт-ДЕБАГ (Сермягин Дмитрий, Кливиткин Иван, Дашуев Рустам, Сабитов Андрей, Овчинников Сергеев)",85
"Байт_TEAM (Хандрамай Мария, Григорьев Иван, Толстов Ильдар, Галахов Дмитрий, Хабибрахманов Михаил)",85
"Бот.Квант (Рощупкин2 Иванов, Крылов Сергей, Ткаченко Михаил, Чистяков Николай, Гончаров Рустам)",85
"Код503 (Рудяк Иванова, Бусыгин Ильдар, Савран Михаил, Трунин Иванов, Суровцев Борис)",84
"Квант200 (Владимир Алексей, Веревкин Андрей, Крылов Владимиров, Набиуллин Сергеев, Бунякова Михаил)",84
"Инфо_TEAM (Максим Михаил, Кучумов Артём, Минатуллаев Сергеев, Лебедева Мария, Конькова Павел)",84
"PRO_Сайт (Рыбаков Иванов, Голубинец Михаил, Шмураков Борисов, Бичилов Артём, Адаменко Иван)",84
"Техно1337 (Чажаев Николай, Чистяков Иван, Мельников Андрей, Трунин Михаил, Ховалыг Артём)",84
"Диск-Импульс (Мелисов Рустам, Карнукаев Борис, Бичилов Павел, Сабитов Артём, Тюменев Алексей)",84
"Команда42 (Зозуля Елена, Георг Мария, Александров Андреев, Максим Сергей, Линт Иван)",84
"СГТУ-Техно (Федоров Иванов, Сапов Иванова, Воронин Павел, Гарун Ильдар, Салищева Николай)",84
"Техно.РТУ (Карпов Алексей, Cawa Сергеев, Шмычков Дмитрий, Дикилиев Владимиров, Ахмадов Ильдар)",84
"Код314 (Балакшин Павел, Мизерий Дмитрий, Чирцков Рустам, Дикилиева Мария, Линт Михаил)",83
"Бит-ГИТ (Джапаров Алексей, Гнездилов Михаил, Трепалина Мария, Багдасарян Олег, Рощупкин2 Рустам)",83
"SUPER_Блок (Алаудинов Алексей, Петров Рустам, Казанцев Борисов, Васильева Ильдар, Иншина Сергей)",83
"Отряд-Веб (Жданкин Алексей, Воронин Петров, Сайпулаев Виктор, Кадиев Иван, Мунаев Михаил)",82
"Код++101 (Гущин Борисов, Киселёв Олег, Зайцев Виктор, Геворгян Алексей, Веревкин Николай)",82
"ДискPlus (Прокошин Иван, Трунин Дмитрий, Утлякова Мария, Зозуля Петров, Здоровцов Рустам)",82
"SUPER_Нейро (Рогачева Мария, Галкина Михаил, Антон Иванов, Мансур Виктор, Шафеев Борис)",82
"Инфо_Мастер_TOP (Батаев Иванов, Бичилов Андреев, Сермягин Виктор, Иншина Артём, Фёдор Елена)",82
"КриптоКоманда (Рустамов Виктор, Галкин Олег, Лебедева Борисов, Здоровцова Мария, Дерябкин Алексей)",82
"Чип.ВАЙП (Пеньков Борисов, Рудяк Петров, Кузнецова Павел, Чажаев Сергей, Матвей Олег)",81
"Поликек (Назарцев Сергей, Магомедова Артём, Тюнин Виктор, Балакшин Владимир, Дасаев Дмитрий)",81
"Чат-РТУ (Виктория Владимиров, Дмитриев Борисов, Оконешников Петров, Бурылов Сергеев, Рыданов Владимир)",81
"Бит-Титан (Прокошин Борис, Бельков Михаил, Бачковская Владимир, Поярков Николай, Евгения Сергей)",81
"Чип.Система (Ибрагимов Рустам, Ростошинский Андрей, Тюнин Сергеев, Севрюков Михаил, Кудзаев Петров)",81
"PRO_Чат (Речкунов Петров, Амерханов Борисов, Первий Артём, Никита Михаил, Кукушкин Иванов)",80
"Группа_Софт (Щербинин Андреев, Кузьмичёва Рустам, Рощупкин2 Елена, Кирилл Дмитрий, Кучумов Борис)",80
"Брянск-1 (Коршенюк Михаил, Морозова Елена, Романенко Виктор, Костяев Сергей, Ковалева Павел)",80
"КриптоРЕЛИЗ (Геворгян Борис, Тимошенко Сергеев, Абдулхалик Сергей, Кулькова Борисов, Гилевский Артём)",80
"Баг_Старт (Оконешников Сергей, Магомедова Андреев, Конькова Дмитрий, Сергей Борис, Суровцев Иванова)",80
"БотМодуль (Пеньков Олег, Стадник Ильдар, Лаврентьев Владимир, Шалькин Рустам, Рощупкин2 Виктор)",80
"Байт.Старт (Попова Сергей, Игорь Михаил, Сергеев Владимир, Хлебнов Павел, Огаркова Андрей)",80
"Дата_МЕРДЖ_TOP (Деркач Николай, Аргунов Иванова, Артём Иванов, Меликсетян Ильдар, Ушаков Артём)",80
"Бит💻Байт (Болтиев Борисов, Цуев Алексей, Коржов Сергей, Костяев Рустам, Гарун Мария)",79
"УЛЬТРА-Байт (Кулькова Елена, Герман Сергей, Трепалин Иванов, Павлов Олег, Тюнин Иван)",79
"Команда_Диск (Пермяков Сергей, Сикоев Владимир, Зайцев Олег, Кормин Петров, Никулин Борисов)",79
"SUPER_Винд (Виктория Мария, Шмураков Иванов, Эверстов Николай, Богдан Павел, Чирцков Рустам)",79
"Team_Нет (Мухин Виктор, Сапова Елена, Шумский Андреев, Казаков Ильдар, Абасова Николай)",79
"ДатаГруппа (Садовников Иванова, Рыданов Артём, Мухина Елена, Костяев Петров, Павлова Борис)",79
"Группа_Нет (Чажаев Борисов, Хабибрахманов Сергей, Толстов Николай, Котов Иванова, Туманов Андреев)",79
"SUPER_Чат (Цуев Владимиров, Галахов Алексей, Бунякова Сергей, Кирилл Николай, Морозов Артём)",79
"Техно💻Отряд (Бачковская Сергеев, Cawa Алексей, Васильев Ильдар, Эверстов Павел, Соболев Дмитрий)",79
"Группа_Кибер (Аргунов Петров, Мангасарян Олег, Артём Виктор, Кузнецов Павел, Жданкин Сергей)",78
"Сеть🎲Старт (Палабугин Борис, Батаев Андреев, Идрисов Виктор, Артём Артём, Черняков Николай)",78
"Порт_Центр_TOP (Шипик Олег, Алаудинов Михаил, Мухина Мария, Бурылов Андреев, Ульянов Сергеев)",78
"ДВГУПС314 (Зацепин Сергей, Просвиркин Иванов, Cawa Андреев, Лебедева Борис, Багдасарян Владимиров)",78
"Бит.НАНО (Соловьёв Андреев, Алексашин Олег, Булгаков Борис, Бакулина Елена, Утляков Михаил)",77
"Крипто-ФИКС (Егоров Рустам, Овчинников Андреев, Константинов Сергеев, Щелкушкин Андрей, Сапов Борисов)",77
"Хак_Импульс (Адаменко Сергеев, Тюменев Владимир, Савран Андрей, Ульянов Ильдар, Зайцева Мария)",77
"PRO_Хак (Лебедев Дмитрий, Ледовской Андрей, Артём Мария, Мангасарян Иван, Рязанов Николай)",77
"Нет#Отряд (Карнукаев Иванов, Афанасьев Андрей, Королев Борисов, Батаев Иван, Кулькова Артём)",76
"PRO_Алго (Чепурной Сергеев, Решетников Борис, Ледовской Павел, Петров Сергей, Игорь Рустам)",76
"Хак-КОММИТ (Гурьев Владимиров, Сайпулаев Алексей, Бусыгин Дмитрий, Фомин Андреев, Цуев Сергеев)",75
"Старт418 (Булгаков Петров, Хандрамай Андрей, Поярков Олег, Кудзаев Артём, Шумский Сергей)",75
"БотФеникс (Чичигинаров Андреев, Богдан Рустам, Шалькина Елена, Палабугин Михаил, Евгений Андрей)",75
"Порт_Мастер (Оконешников Сергей, Шмураков Андрей, Рощупкин2 Елена, Хандрамай Борисов, Ковалева Владимир)",75
"Инфо🎲Группа (Дасаева Елена, Бунякова Петров, Шуверов Павел, Сейдаметов Виктор, Туркин Борисов)",75
"Нет_TEAM (Таранов Андрей, Казанцева Елена, Иванов Владимиров, Хоменко Борис, Карпов Виктор)",75
"НетФИЧА (Рязанов Дмитрий, Амерханов Борис, Чернигин Андреев, Утляков Рустам, Кузьмичёва Алексей)",74
"Феникс503 (Степин Артём, Лаврентьев Владимиров, Рябцев Сергей, Бевз Андреев, Евтеева Мария)",74
"Диск@Формат (Волкова Мария, Пуговкина Андреев, Швец Алексей, Венюков Иванова, Поярков Михаил)",74
"НетPlus (Соболев Павел, Иншина Иванова, Чикуров Алексей, Евтеев Николай, Фесунов Михаил)",74
"Бит_ФОРК_TOP (Морозов Сергей, Михайлов Дмитрий, Лаврентьев Андреев, Коржов Иван, Утляков Олег)",74
"Винд.Мастер (Матвей Андреев, Федоров Николай, Алаудинов Сергей, Толстунов Иванов, Ялоза Владимир)",74
"Бит@Байт (Галахов Артём, Речкунов Виктор, Завацкий Алексей, Есаулов Иванов, Евгений Андрей)",73
"ВАЙП-Крипто (Федина Петров, Забигин Алексей, Черняков Сергеев, Мансур Иванова, Рябцев Виктор)",73
"Сокол-Чип (Воробьева Мария, Силуянов Павел, Михайлов Борисов, Кадиев Андреев, Минатуллаев Николай)",73
"notFive (Хандрамай Артём, Есаулов Андреев, Соколов Иван, Абдулхалик Иванов, Дикилиев Андрей)",73
"Крипто007 (Кузнецова Елена, Мелисов Борис, Иванова Рустам, Мельников Артём, Сусуев Борисов)",73
"КодФеникс (Васильева Иванова, Есаулов Владимиров, Pavel Петров, Таранов Виктор, Кузьмичёва Павел)",73
"Чат_Проект_TOP (Адаменко Андреев, Афанасьев Владимиров, Евгений Артём, Степин Андрей, Тимошенко Николай)",73
"SUPER_Порт (Иншина Петров, Шамиль Андрей, Ульянова Елена, Федоров Ильдар, Горетов Иванов)",73
"Байт+777 (Лосяков Иван, Есаулов Виктор, Фесунов Олег, Нестюркин Дмитрий, Руднев Владимир)",73
"PRO_Нет (Кукушкин Сергеев, Мелисов Ильдар, Бурылов Иванова, Ахмадов Павел, Дерябкина Мария)",72
"Хак🎯418 (Шишко Андрей, Кузнецов Иванова, Завацкий Ильдар, Денис Павел, Перов Иванов)",72
"Центр-Веб (Севрюков Дмитрий, Гущин Иван, Гурьев Петров, Фомин Андреев, Иванова Иванова)",72
"Винд_TEAM (Огаркова Елена, Савин Петров, Геворгян Иванова, Лебедев Виктор, Григорьев Сергеев)",72
"Вектор314 (Рустамова Мария, Матвей Олег, Сергеев Владимиров, Дасаев Андреев, Мельников Иван)",72
"Чат#ДЕБАГ (Сусуев Николай, Джапаров Дмитрий, Тюрин Петров, Панкин Владимир, Авхадеев Артём)",72
"Винд.Модуль (Рогачев Андреев, Панкин Петров, Алексашин Сергей, Агишин Дмитрий, Дибров Виктор)",72
"Софт_Самара_TOP (Сергеев Павел, Овчинников Иванов, Садовников Борис, Алексашин Андрей, Попова Мария)",72
"Сайт.Команда (Галкин Рустам, Хандрамай Борис, Панкин Михаил, Бусыгин Виктор, Павлова Владимиров)",71
"Винд-СУПЕР (Бевз Павел, Голованева Борисов, Морозов Артём, Идрисов Сергей, Гарун Борис)",71
"EasyRevenge (Веревкина Елена, Шанавазов Артём, Перов Владимир, Темиров Павел, Воронин Андрей)",71
"Team_Блок (Меликсетян Борисов, Голубинец Андреев, Хамзатов Борис, Шиндяпин Дмитрий, Кормин Иван)",71
"ПортPlus (Батаев Алексей, Гербылев Сергей, Романенко Павел, Здоровцов Олег, Гарун Петров)",71
"КОММИТ404 (Чикуров Николай, Бичилов Сергей, Палабугин Владимир, Мельников Борис, Сластёнов Павел)",71
"Винд_Питер (Завацкая Елена, Кукушкин Павел, Адамович Андрей, Галахов Сергеев, Жданкин Михаил)",71
"ИТМО42 (Чикуров Виктор, Евгения Борисов, Ростов Рустам, Огаркова Борис, Хлебнов Иван)",71
"PRO_Дата (Тебиев Дмитрий, Прижигалинская Рустам, Тюменев Николай, Речкунов Андрей, Епишин Иванов)",70
"Команда_Байт (Джапаров Олег, Хабибрахманов Алексей, Котова Мария, Зайцев Дмитрий, Багдасарян Елена)",70
"УЛЬТРА1337 (Cawa Иванова, Болтиев Андреев, Рязанов Сергеев, Суровцев Рустам, Виктория Мария)",70
"Центр-Сеть (Киселёв Мария, Попова Сергей, Кучумов Ильдар, Киселев Иванов, Виктория Елена)",70
"Нет_Москва (Бельков Иванов, Лебедев Борисов, Шанавазов Владимир, Тюменев Ильдар, Козлова Владимиров)",70
"ТехноИТМО (Чикуров Рустам, Серов Виктор, Вавилин Ильдар, Толстунов Дмитрий, Герман Владимир)",70
"Феникс-Порт (Идрисов Андреев, Таранов Николай, Илья Виктор, Рыданов Иванов, Сайпулаев Артём)",70
"TechГуру (Рощупкин Андрей, Артём Иванова, Пермяков Дмитрий, Джапаров Борисов, Яременко Иванов)",69
"МФТИ-Девs (Забигин Дмитрий, Pavel Олег, Сластёнов Артём, Казаков Иванова, Пермяков Павел)",69
"Кибер_Легион (Попов Николай, Шамиль Олег, Салищева Ильдар, Голубинец Алексей, Евтушенко Андреев)",69
"Команда_Нейро (Меликсетян Николай, Вавилин Михаил, Шалькина Мария, Епишина Елена, Виктория Владимир)",69
"Нет_СГТУ_TOP (Венюков Андрей, Прижигалинская Иванова, Тюрин Владимир, Савин Рустам, Зарипов Виктор)",68
"Алго.Группа (Ростов Иванов, Первий Владимир, Усиков Сергей, Валентин Артём, Тимошенко Борис)",68
"ЧатPro (Яременко Петров, Васильев Иван, Хоменко Иванова, Мамедов Дмитрий, Владимир Елена)",68
"PRO_Блок (Венюков Иванов, Рустамов Иванова, Коршенюк Борис, Федосеев Андреев, Адамович Сергей)",68
"Диск007 (Назарцев Владимир, Гурина Иван, Чичигинаров Николай, Веремеенко Сергей, Бакулин Андреев)",68
"Хак#Команда (Лосякова Елена, Хамзатов Владимир, Сейдаметов Иван, Новиков Сергей, Шафеев Борисов)",68
"ЛегасиТим (Венюков Дмитрий, Воронин Иванов, Абдулхалик Елена, Семенов Андрей, Коржов Иванова)",67
"Бот.Вектор (Дежина Николай, Адамович Алексей, Сабитов Артём, Александров Иван, Венюков Олег)",67
"(っ▀¯▀)つ (Alina Борисов, Суровцев Сергей, Линт Иван, Кудзаев Иванова, Коваленко Михаил)",67
"Дата++200 (Толстов Борис, Дежина Сергей, Фесунов Иван, Прижигалинская Владимир, Швец Николай)",67
"Проект1337 (Тимошенко Андреев, Иванова Андрей, Балакшин Олег, Конькова Алексей, Крылов Борис)",67
"Бот.Томск (Павлова Андрей, Евтеев Ильдар, Шиндяпин Михаил, Гришин Николай, Джапаров Алексей)",67
"Блок418 (Цуев Владимиров, Кулькова Иванов, Михайлов Иван, Магомедова Борис, Рожков Петров)",67
"Чат🎯007 (Чирцков Виктор, Шамиль Владимиров, Карнукаев Рустам, Зарипов Сергеев, Болтиев Дмитрий)",67
"Сеть256 (Кузнецова Иванов, Шамиль Виктор, Усиков Николай, Голованева Иван, Перов Ильдар)",66
"Команда_Чип (Венюков Алексей, Кукушкин Николай, Иншина Петров, Ибрагимов Борис, Агишин Павел)",65
"Группа_Сайт (Дашуева Мария, Сикоев Сергеев, Шамиль Ильдар, Валентин Андреев, Щелкушкин Владимир)",65
"Чат_Старт (Евтушенко Сергеев, Щелкушкин Борисов, Иванов Иван, Лебедев Андреев, Морозов Олег)",65
"Крипто101 (Бурылов Иван, Попова Сергей, Никита Андрей, Семенов Алексей, Бичилов Дмитрий)",64
"ТехноТайм (Илья Рустам, Ахмадов Олег, Козлова Иванова, Шиндяпин Сергей, Галкина Андреев)",64
"Чип_Сектор_TOP (Ледовской Виктор, Голубинец Иван, Пешехонов Олег, Владимир Иванов, Ковалева Сергей)",64
"Техно404 (Трепалин Артём, Тюнин Иванова, Максим Борисов, Иванова Николай, Чернигин Михаил)",64
"БАЙТ_7 (Федина Сергеев, Мизерий Иванов, Игорь Михаил, Мунаева Мария, Рыбаков Борисов)",63
"МЕГА_КОД (Шафеев Иван, Галкина Борис, Мусостов Иванова, Егоров Сергей, Бережнов Николай)",63
"СУПЕР_ПРОГ (Утляков Ильдар, Сикоев Артём, Чичигинаров Михаил, Гнездилова Мария, Аргунова Елена)",63
"СУПЕР_БАЙТЫ (Лаврентьев Петров, Хабибрахманов Борисов, Хандрамай Михаил, Шумский Борис, Швец Иванова)",63
"SUPER_Веб (Лосяков Сергей, Джапаров Иванов, Дашуев Борисов, Зозуля Андреев, Ибрагимов Михаил)",63
"Команда_Комп (Минатуллаев Алексей, Хлебнов Иванова, Мангасарян Мария, Никита Владимиров, Иншина Сергей)",63
"Бот_ФИЧА (Алаудинов Сергей, Чепурной Борис, Звездаков Олег, Коваленко Мария, Дашуев Ильдар)",63
"Феникс42 (Николаенко Николай, Рожков Петров, Сергеева Елена, Чистяков Ильдар, Шамиль Сергеев)",63
"SUPER_Дата (Гилевский Сергей, Адаменко Ильдар, Козлова Борисов, Мансур Павел, Дасаев Иванова)",63
"Инфо404 (Дикилиев Алексей, Попова Владимиров, Тюрин Павел, Alina Иванова, Горетов Виктор)",63
"Титан-Порт (Бакулин Сергеев, Семенова Иванова, Овчинников Борисов, Бельков Павел, Батаев Иванов)",63
"Бот_Квант_TOP (Владислав Мария, Богдан Дмитрий, Серов Олег, Лаврентьев Михаил, Чикуров Виктор)",63
"ПИТОН_ПРОФИ (Мамедов Павел, Воронин Борис, Голованева Иван, Таранов Владимир, Alina Петров)",62
"Порт🎮007 (Александров Артём, Данилова Сергей, Новиков Иванова, Круглик Алексей, Пешехонов Владимиров)",62
"Прог-Томск (Шанавазов Иван, Данилова Михаил, Кучумов Алексей, Сергей Борис, Толстунов Петров)",62
"PRO_Диск (Зозуля Сергей, Авхадеев Иванов, Зайцев Иванова, Козлов Павел, Кливиткин Николай)",62
"Техно.МЕГА (Сергей Борис, Мехедов Владимир, Киселёв Петров, Севрюков Андрей, Шунелько Сергей)",62
"Байт💻256 (Геворгян Иванова, Соболев Сергей, Трепалин Иванов, Овчинников Ильдар, Просвиркин Алексей)",62
"Блок-ДЕПЛОЙ (Зайцев Рустам, Николаенко Артём, Забигин Иван, Коваленко Михаил, Ахмадов Дмитрий)",62
